"name","Degree","Weighted.Degree","modularity_class","pageranks","componentnumber","clustering","triangles","eigencentrality","author_id","URL"
"Calzo, Jerel",2,0.717647,1344,4.3e-05,0,0,0,0.004144,2081379200,"https://publichealth.sdsu.edu/wp-content/uploads/2016/08/calzo-jerel2017.jpg"
"Kenneth  Mayer",16,1.667911,1344,8.5e-05,0,0.016667,2,0.140976,2414986561,"https://static.hwpi.harvard.edu/files/styles/profile_full/public/cfar/files/ken_mayer.jpg?m=1515623717&itok=ihXZmnra"
"Melanie Wall",15,1.069671,1344,6e-05,0,0.009524,1,0.137914,2101460813,""
"Rajesh  Gandhi",10,1.754052,1344,7.9e-05,0,0.022222,1,0.111978,2099574196,"https://static.hwpi.harvard.edu/files/styles/profile_full/public/cfar/files/raj_gandhi.jpg?m=1515645563&itok=hjNAq-ph"
"Steven Safren",13,2.838416,1344,0.000131,0,0.025641,2,0.076045,2131691845,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"WELLS, Kristen",4,2.111111,1344,8.8e-05,0,0.166667,1,0.012164,2115499369,"http://www.psychology.sdsu.edu/wp-content/uploads/2011/05/kjw-photo.jpg"
"Aaron Johnson",2,1,1344,4.4e-05,0,0,0,0.009411,2135049869,"https://www.meche.engineering.cmu.edu/_files/images/faculty-headshots/johnson.png"
"Masayoshi Tomizuka",8,2.478349,1344,0.000109,0,0,0,0.025002,243239543,"https://me.berkeley.edu/wp-content/uploads/2019/01/Tomizuka-Masayoshi.jpg"
"Robert Full",9,2.773256,1344,0.000114,0,0,0,0.063611,2181809732,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/rjfull.jpg"
"Aaron Kershner",2,2,1344,7.5e-05,0,0,0,0.008848,2763450324,"https://profiles.stanford.edu/aaron-kershner"
"Joseph Liao",7,2.091082,1344,7.9e-05,0,0,0,0.087705,2152795152,"https://aimi.stanford.edu/sites/g/files/sbiybj9856/f/styles/large-profile/public/jliao.png?itok=65XcywWu"
"Aaron Kesselheim",17,2.991508,1344,0.00014,0,0.044118,6,0.104944,2000785029,"https://bioethics.hms.harvard.edu/sites/g/files/mcu336/f/styles/person_large/public/person-photos/Kesselheim%2C%20Aaron%20web%20size.png?itok=2XzzGGzq"
"Ameet Sarpatwari",3,1.040014,1344,5.7e-05,0,0,0,0.018549,2087402078,"https://bioethics.hms.harvard.edu/sites/g/files/mcu336/f/styles/person_large/public/person-photos/Sarpatwari%201.png?itok=4tgtzt24"
"Dan Brock",9,2.035973,1344,9.6e-05,0,0.111111,4,0.049295,2251819433,"https://ghsm.hms.harvard.edu/sites/g/files/mcu391/f/styles/person_large/public/person-photos/brock.jpg?itok=wVBptLZE"
"Daniel Kramer",5,0.915338,1344,4.6e-05,0,0,0,0.061708,2607699912,"https://bioethics.hms.harvard.edu/sites/g/files/mcu336/f/styles/person_large/public/person-photos/kramer.jpg?itok=V7nWAYvD"
"David Studdert",14,1.116626,1344,7.2e-05,0,0.032967,3,0.152237,12492552,"https://fsi-live.s3.us-west-1.amazonaws.com/s3fs-public/styles/headshot_195x260/public/rsd15_081_0469a.jpg?itok=YvKwn9wB"
"Ferris, Timothy",14,0.929704,1344,5e-05,0,0.054945,5,0.154202,1870487082,"https://catalyst.harvard.edu/wp-content/themes/_curryint/assets/img/tool-page-logo.png"
"Kim, Seoyoung",4,0.751489,1344,4.1e-05,0,0,0,0.02417,2108460278,"https://connects.catalyst.harvard.edu/Profiles/profile/Modules/CustomViewPersonGeneralInfo/PhotoHandler.ashx?NodeID=1251508&cachekey=16ecbb9a-af92-4469-8291-8b5881a37640"
"Lara Maggs",2,1.032258,1344,5.6e-05,0,0,0,0.013158,2547207222,"http://molbio.mgh.harvard.edu/molbio-static/noimage1.png"
"Steven Woloshin",4,1.096774,1344,5.6e-05,0,0,0,0.025692,87033770,""
"Aaron Kindsvatter",1,1,6,5e-05,7,0,0,0.000199,2251388126,"https://www.uvm.edu/sites/default/files/KindsvatterAaron.jpg"
"Anne Geroski",2,1.666667,6,8.2e-05,7,0,0,0.000306,93197661,"https://www.uvm.edu/sites/default/files/GeroskiAnne.jpg"
"Aaron Kucyi, Ph.D.",6,1,1344,5e-05,0,0.066667,1,0.165662,2427699756,"https://www.nmr.mgh.harvard.edu/files/images/valera/screen_shot_2014-12-01_at_11.50.59_pm.png"
"Biederman, Joseph",15,0.938883,1344,5.6e-05,0,0,0,0.175706,2077580974,"https://catalyst.harvard.edu/wp-content/themes/_curryint/assets/img/tool-page-logo.png"
"Danhong Wang, MD",5,1.142857,1344,5.5e-05,0,0.1,1,0.170651,2619032783,"http://www.nmr.mgh.harvard.edu/files/styles/medium/public/node/user_profile_photos/danhong-wang_small.jpg?itok=VWafRfBN"
"Daniel Schacter",14,1.666834,1344,8.5e-05,0,0.021978,2,0.31244,2099079987,"http://cbs.fas.harvard.edu/sites/default/files/imagecache/faculty_profile/profile_photo/d_schacter.jpg"
"Emery N. Brown",34,3.05047,1344,0.000146,0,0.023173,13,0.760346,2163292319,"http://cbmm.mit.edu/sites/default/files/styles/people_180x180/public/people/emery-brown-web.jpg?itok=zsf04TMA"
"Josef Parvizi",12,1.846379,1344,8.7e-05,0,0.060606,4,0.130442,2121616594,"https://fsi-live.s3.us-west-1.amazonaws.com/s3fs-public/styles/headshot_195x260/public/josef_parvizi_headshot.jpg?itok=KOJDo93p"
"Marco Loggia, PhD",13,3.330421,1344,0.000135,0,0.076923,6,0.329699,1861990037,"http://www.nmr.mgh.harvard.edu/files/styles/medium/public/node/user_profile_photos/marco.jpg?itok=N2R7B1vf"
"Aaron Larsen",1,0.666667,1344,2.7e-05,0,0,0,0.013987,2102933444,"http://molbio.mgh.harvard.edu/molbio-static/photos/1403.jpg"
"Jia Sheng",1,0.75,1344,2.9e-05,0,0,0,0.013987,2125169275,"http://molbio.mgh.harvard.edu/molbio-static/noimage1.png"
"Aaron Lindenberg",4,1.492647,1344,6.5e-05,0,0.333333,2,0.007707,2059335130,"https://engineering.stanford.edu/sites/default/files/styles/large-square/public/9608c54f552f3f2b4586ebdc7920775f.jpg?itok=E0wSiJhs"
"David Reis",4,0.517857,1344,3.1e-05,0,0.5,3,0.007938,2637691601,"http://simes.stanford.edu/wp-content/themes/simes/images/header.jpg"
"Kelly Gaffney",2,0.363636,1344,2.8e-05,0,0,0,0.000907,2034010209,"https://home.slac.stanford.edu/images/ps%20images/gaffney.jpg"
"Philip Bucksbaum",2,1,1344,6.9e-05,0,0,0,0.000419,2077270248,"https://ultrafast.stanford.edu/sites/g/files/sbiybj1591/f/styles/medium/public/9a9d77bb3cca101af68c746fa9d9b376.jpg?itok=yuLGlWLw"
"Roger Falcone",3,0.44812,1344,3.2e-05,0,0,0,0.002494,2170271681,"https://physics.berkeley.edu/sites/default/files/styles/bio/public/_/bio/falconerogerbio.jpg?itok=L7TzhHIp"
"Wendy Mao",10,2.791856,1344,0.000128,0,0.088889,4,0.020937,2098600583,"https://earth.stanford.edu/sites/default/files/styles/earth_profile_style_350px_square/public/stanford_person/wendy-mao_7.jpg?itok=9VZFwhzs"
"Aaron M Pallas",2,1.25,7,8.2e-05,8,0,0,0.000306,2308436664,"http://www.tc.columbia.edu/faculty/faculty-banner/WebBanner.png"
"Caroline Persell",1,0.25,7,2.2e-05,8,0,0,0.000199,2798542707,"http://as.nyu.edu/content/dam/nyu-as/faculty/images/persell.gif"
"Gary J Natriello",1,0.010417,1344,9e-06,0,0,0,0.009282,47974414,"http://www.tc.columbia.edu/faculty/faculty-banner/WebBanner.png"
"Aaron M. Secrest,  MD, PhD",0,0,8,8e-06,9,0,0,0,1938331782,"https://healthcare.utah.edu/fad/images/md-profile-stars.png"
"Boucher, Kenneth M",5,1.04529,1344,6e-05,0,0.2,2,0.01139,2158810638,"https://people.utah.edu/uWho/uWho-static/images/spotImages/upArrow.png"
"Aaron Mazzeo",4,0.868056,1344,4.5e-05,0,0.166667,1,0.103234,2070835412,"https://mae.rutgers.edu/sites/default/files/Mazzeo%2C%20Aaron.jpg"
"Donald Ingber",21,1.514438,1344,7.1e-05,0,0.02381,5,0.341448,2251612900,"https://www.seas.harvard.edu/sites/default/files/styles/directory_large/public/images/Directory/Ingber_200x300.jpg?itok=Q4fleqNA"
"George Weng",1,0.0625,1344,1.1e-05,0,0,0,0.009772,1913695541,"https://mae.rutgers.edu/sites/default/files/Weng%2C%20George.jpg"
"George Whitesides",44,9.473414,1344,0.000376,0,0.019027,18,0.562145,1234242328,"http://environment.harvard.edu/sites/default/files/styles/150_x_150/public/images/whitesides.jpg?itok=SUEfCL0N"
"Xin Chen",2,0.25,1344,1.9e-05,0,0,0,0.021306,2614483181,"http://rapoport.hms.harvard.edu/files/2019/04/user-50.jpg"
"Aaron Parsons",2,0.439394,1344,3e-05,0,0,0,0.002263,2120712697,""
"David DeBoer",2,0.375,1344,2.9e-05,0,1,1,0.001463,2003352828,"http://ral.berkeley.edu/wp-content/uploads/2013/09/ddb_maunaloa-188x300.jpg"
"Melvyn Wright",4,0.719298,1344,4.2e-05,0,0.333333,2,0.002102,2143795888,""
"Aaron Plotnik",1,1,1344,3.5e-05,0,0,0,0.001919,2008581248,"http://web.stanford.edu/group/arl/sites/all/themes/stanfordmodern/logo.png"
"Stephen Rock",12,9.283824,1344,0.000285,0,0.060606,4,0.012284,2096219353,"https://engineering.stanford.edu/sites/default/files/styles/large-square/public/6322199a04aa65ca93d9f087a0805374.jpg?itok=BSJJfIUs"
"Aaron Plys",3,1,1344,4.2e-05,0,0.333333,1,0.025113,2034473728,"http://molbio.mgh.harvard.edu/molbio-static/photos/1750.jpg"
"Christopher Davis",5,1.154762,1344,4.8e-05,0,0.2,2,0.035177,2431304043,"http://molbio.mgh.harvard.edu/molbio-static/photos/1367.jpg"
"Jongmin Kim",6,1.630952,1344,7.1e-05,0,0.133333,2,0.07623,2547428505,"http://molbio.mgh.harvard.edu/molbio-static/photos/1985.jpg"
"Robert Kingston, Ph.D.",23,10.725,1344,0.000367,0,0.011858,3,0.125788,2239972378,"http://molbio.mgh.harvard.edu/molbio-static/labimg/kingston-pi.jpg"
"Aaron Sackett",3,1.5,1344,7.2e-05,0,0,0,0.003201,2304848991,""
"Alex B. Markle",0,0,9,8e-06,10,0,0,0,2047449545,"https://www.fordham.edu/images/business_faculty_alex_markle.jpg"
"Leif Nelson",5,1.65202,1344,7.6e-05,0,0.1,1,0.015436,2133545200,"https://haas.berkeley.edu/wp-content/uploads/2018/11/avq_411f-1.jpg"
"Tom Meyvis",3,0.660714,1344,3.7e-05,0,0,0,0.008004,2241704066,"https://www.stern.nyu.edu/faculty/static/photos/tmeyvis.jpg"
"Aaron Samuel Breslow",0,0,10,8e-06,11,0,0,0,2303293256,"http://www.tc.columbia.edu/faculty/faculty-banner/WebBanner.png"
"Brandon L. Velez",0,0,11,8e-06,12,0,0,0,2165489062,"http://www.tc.columbia.edu/faculty/faculty-banner/WebBanner.png"
"Melanie Elyse Brewster",1,0.5,1344,3.6e-05,0,0,0,0.000284,2196209293,"http://www.tc.columbia.edu/faculty/faculty-banner/WebBanner.png"
"Aaron Scherer, PhD",4,0.555556,1344,3.6e-05,0,0,0,0.02351,1964657768,"https://wsi.healthcare.uiowa.edu/ImageHandler/ImageHandler.ashx?Image=scherr&IHUsername=e9ea4e37695ec4472af8acb586a9dc73&IHPassword=48503dfd58720bd5ff35c102065a52d7"
"Daniel Tranel, PhD",24,4.744062,1344,0.000207,0,0.032609,9,0.160082,2043161048,"https://wsi.healthcare.uiowa.edu/ImageHandler/ImageHandler.ashx?Image=traneld&IHUsername=e9ea4e37695ec4472af8acb586a9dc73&IHPassword=48503dfd58720bd5ff35c102065a52d7"
"Heather Reisinger, PhD",4,0.793651,1344,4.9e-05,0,0,0,0.007098,2014197759,"https://wsi.healthcare.uiowa.edu/ImageHandler/ImageHandler.ashx?Image=hreising&IHUsername=e9ea4e37695ec4472af8acb586a9dc73&IHPassword=48503dfd58720bd5ff35c102065a52d7"
"Marin Schweizer, PhD",11,1.384813,1344,8.8e-05,0,0.036364,2,0.036719,2033863632,"https://wsi.healthcare.uiowa.edu/ImageHandler/ImageHandler.ashx?Image=mschweizer&IHUsername=e9ea4e37695ec4472af8acb586a9dc73&IHPassword=48503dfd58720bd5ff35c102065a52d7"
"Mark Berg",2,1.111111,1344,6.4e-05,0,0,0,0.007027,2262346872,"https://obermann.uiowa.edu/sites/obermann.uiowa.edu/files/styles/square_200/public/people/mark%20berg.jpg?itok=a1yILX6r&c=727aa9578b7f2198358d0618344ef535"
"Paul Windschitl",4,1,1344,5.3e-05,0,0,0,0.011876,994881592,"https://psychology.stage.drupal.uiowa.edu/sites/psychology.uiowa.edu/files/styles/profile/public/field/images/image_11.jpg?itok=shSP2j41"
"Aaron Schmidt, Ph.D.",4,1.733333,1344,6.6e-05,0,0.333333,2,0.026957,2104938031,"http://mbib.med.harvard.edu/faculty/ASchmidt.jpg"
"Priscilla Yang",3,1.971429,1344,7e-05,0,0.333333,1,0.021807,2166412485,"http://chembiophd.harvard.edu/files/styles/person/public/images/people/yang%2C%20priscilla.jpg?itok=NzWTXJr8"
"Stephen Harrison",22,4.605052,1344,0.000173,0,0.021645,5,0.180885,2618270076,"https://music.stanford.edu/sites/g/files/sbiybj9506/f/styles/large-square/public/harrison_faculty.jpg?itok=TAhJHrYR"
"Aaron Scurto, Ph.D.",5,2.075,1344,9.8e-05,0,0,0,0.002666,25083069,""
"Bala Subramaniam",4,0.348739,1344,4.3e-05,0,0,0,0.00125,2133551154,"http://cebc.ku.edu/sites/cebc.drupal.ku.edu/files/images/general/icons-and-tiles/KU-cebc4.png"
"Kyle Camarda, Ph.D.",5,3.033333,1344,0.000125,0,0,0,0.002349,2023495893,""
"Mark Shiflett",2,0.529412,1344,3.6e-05,0,0,0,0.000723,2073407534,"http://cebc.ku.edu/sites/cebc.drupal.ku.edu/files/images/general/icons-and-tiles/KU-cebc4.png"
"Aaron Shaw",1,0.333333,1344,2.1e-05,0,0,0,0.005403,2143224217,"http://cyber.harvard.edu/sites/default/files/styles/teaser/public/2018-09/Aaron%20%20Shaw.jpg?h=5f2fc93f&itok=02zmQKoS"
"John Horton",4,1.333333,1344,6.1e-05,0,0,0,0.055702,2321514675,"https://www.stern.nyu.edu/faculty/static/photos/jhorton.jpg"
"Yochai Benkler",6,2.429555,1344,1e-04,0,0.2,3,0.008125,77352942,"https://datascience.harvard.edu/profiles/openscholar/themes/hwpi_basetheme/images/harvard-logo.png"
"Aaron Sidford",18,4.029355,1344,0.000146,0,0.078431,12,0.300935,2022852305,"https://toc.csail.mit.edu/sites/default/files/styles/profile_pic/public/avatars/picture-94-1370877883.jpg?itok=9YGQMmnF"
"Gregory Valiant",9,2.129224,1344,7.8e-05,0,0.138889,5,0.148363,2166737953,"https://engineering.stanford.edu/sites/default/files/styles/large-square/public/555a15b7a27baea41e840a4a604e8f7b.jpg?itok=icEsQsOq"
"Salil Vadhan",15,5.332167,1344,0.000173,0,0.085714,9,0.224913,173843361,"https://www.seas.harvard.edu/sites/default/files/styles/directory_large/public/images/Directory/Vadhan_200x300.jpg?itok=M6ItcV0d"
"Virginia Williams",11,3.082507,1344,0.000106,0,0.309091,17,0.180041,2108681053,"https://www.csail.mit.edu/sites/default/files/styles/headshot/public/images/people/profile/WilliamsV-picture-5000.jpg?h=2a479378&itok=FwU8Xs5p"
"Woodruff, David",16,5.992288,1344,0.000191,0,0.066667,8,0.15923,2142501412,"https://www.csd.cs.cmu.edu/sites/default/files/styles/directory_photos/public/Woodruff-2017.JPG?itok=8JqgpPih"
"Xian Wu",2,1.272727,1344,5e-05,0,1,1,0.052942,2766131731,"https://msande.stanford.edu/sites/g/files/sbiybj9766/f/styles/large-square/public/0ed15c672086eef4f402ab7733b6d8c6.jpg?itok=LAuIjD1E"
"Yinyu Ye",17,3.448596,1344,0.000134,0,0.058824,8,0.271757,2097765390,"https://engineering.stanford.edu/sites/default/files/styles/large-square/public/f8138cea1ce49fc13c5a2e89a9a74f3d.jpg?itok=kCgkCGNG"
"Aaron Steinfeld",3,0.333333,1344,2.4e-05,0,0,0,0.030538,932414507,"https://hcii.cmu.edu/sites/default/files/migrated_files/steinfeld_aaron.jpg"
"Afsaneh Doryab",3,0.555556,1344,3.4e-05,0,0.333333,1,0.030373,1273845396,"https://hcii.cmu.edu/sites/default/files/migrated_files/afsaneh_doryab_may2015.jpg"
"Brad Myers",12,0.755422,1344,4.4e-05,0,0.075758,5,0.160557,2117127927,"https://hcii.cmu.edu/sites/default/files/migrated_files/brad_myers_may2015.jpg"
"Daniel Siewiorek",12,1.708281,1344,7.9e-05,0,0.045455,3,0.144988,2233600992,"https://hcii.cmu.edu/sites/default/files/migrated_files/DanielSiewiorek.jpg"
"Ellen Ayoob",2,0.456604,1344,3.1e-05,0,0,0,0.020589,41531908,""
"Jodi Forlizzi",19,2.576056,1344,0.000146,0,0.02924,5,0.141304,2068668851,"https://hcii.cmu.edu/sites/default/files/migrated_files/Jodi_Forlizzi1_0.jpg"
"John Zimmerman",9,0.908696,1344,5.9e-05,0,0,0,0.060531,2165294875,"https://design.cmu.edu/sites/default/files/sidekick/design banner 3.png"
"Katia Sycara",9,1.108886,1344,6e-05,0,0,0,0.091118,2068240882,"https://www.meche.engineering.cmu.edu/_files/images/faculty-headshots/sycara.jpg"
"Scott Hudson",14,0.823393,1344,5.3e-05,0,0.065934,6,0.127995,2171298838,"https://hcii.cmu.edu/sites/default/files/images/person/scott_hudson_2017.jpg"
"Aaron Straight",4,0.939394,1344,4.7e-05,0,0,0,0.023419,724309120,"https://neuroscience.stanford.edu/sites/g/files/sbiybj1576/f/styles/large-square/public/24ec62c0e28573671352a59c825a9073.jpg?itok=pdSbuCNS"
"Andrew Murray",10,1.098465,1344,5.4e-05,0,0.022222,1,0.07448,2343862034,"https://dmg5c1valy4me.cloudfront.net/wp-content/uploads/2016/07/15151858/murray_andrew_lg_7-22-2014.png"
"Andrew Spakowitz",5,1.379355,1344,5.7e-05,0,0.1,1,0.0233,1598429016,"https://woods.stanford.edu/sites/g/files/sbiybj5821/f/styles/large-scaled/public/6cb110d2b7370d5b71df8a96419c929b.jpg?itok=CGFGImaR"
"Timothy Mitchison",22,5.989605,1344,0.000212,0,0.017316,4,0.199142,2344224194,"http://chembiophd.harvard.edu/files/styles/person/public/images/people/MitchisonTim.jpg?itok=scFbEkCx"
"William Greenleaf",13,1.721601,1344,7.7e-05,0,0.076923,6,0.096296,181447283,"https://neuroscience.stanford.edu/sites/g/files/sbiybj1576/f/styles/large-square/public/8f3bf815224e84777d988ce37fc9e8bd.jpg?itok=v2tkNRcm"
"Aaron Streets",2,1,1344,4.4e-05,0,1,1,0.022417,2237739071,"http://ccb.berkeley.edu/wp-content/uploads/2016/12/Streets-Aaron-160x160.jpg"
"Ron Kopito",8,1.693694,1344,6.9e-05,0,0.107143,3,0.08134,278034203,"https://neuroscience.stanford.edu/sites/g/files/sbiybj1576/f/styles/large-square/public/435112cb3d1edf11a4e606e5fed494a7.jpg?itok=CSn4ZiPQ"
"Stephen Quake",20,3.936669,1344,0.000163,0,0.015789,3,0.134071,75314897,"https://engineering.stanford.edu/sites/default/files/styles/large-square/public/d6ef53c67949996b90e241f3cc281edb.jpg?itok=J-HpxLvN"
"Aaron Stump",2,1.1,12,8.2e-05,13,0,0,0.000306,1973565090,"https://cs.uiowa.edu/sites/cs.uiowa.edu/files/styles/thumbnail/public/aaron-web.jpg?itok=OzuKtUMs"
"Andrew Reynolds",2,0.4,1344,3.1e-05,0,0,0,0.006475,2147583627,"https://cs.uiowa.edu/sites/cs.uiowa.edu/files/styles/thumbnail/public/reynoldsA_0.jpg?itok=wy_5HCE7"
"David Dill, Ph.D.",8,0.748601,1344,4.4e-05,0,0.107143,3,0.078227,2148325455,"https://peltzlab.stanford.edu/wp-content/uploads/2018/11/2599-edit-150x150.jpg"
"Geoffrey Sutcliffe",1,0.1,12,1.5e-05,13,0,0,0.000199,2899732360,"https://miami.pure.elsevier.com/assets/no-portrait-473c6d005990baa1f418d9c668dcd4ec.png"
"Aaron W Clopton",1,1,13,5e-05,14,0,0,0.000199,2580784271,"https://soe.ku.edu/sites/soe.ku.edu/files/images/general/icons/facebook-icon.png"
"Joseph  Weir",2,1.666667,13,8.2e-05,14,0,0,0.000306,2137250397,"https://soe.ku.edu/sites/soe.ku.edu/files/images/general/icons/facebook-icon.png"
"Aaron Wolfson",6,1.4,1344,7.7e-05,0,0.133333,2,0.021357,2074242607,"https://miami.pure.elsevier.com/files-asset/18280237/awolfson"
"Arnold Markoe",6,1.200815,1344,6.6e-05,0,0.133333,2,0.017997,2271246546,"https://miami.pure.elsevier.com/files-asset/18386863/AMarkoe"
"Keyvan Nouri",4,0.944444,1344,7e-05,0,0,0,0.005547,2206465510,"https://miami.pure.elsevier.com/files-asset/18294639/Knouri2"
"Merchan, Jaime, M.D.",7,2.060119,1344,9.9e-05,0,0.095238,2,0.016922,2107935300,""
"Aastha Garde",1,1,1344,3.8e-05,0,0,0,0.000313,2678257624,"https://biology.duke.edu/sites/biology.duke.edu/files/styles/medium/public/externals/00fb0ada9307ac3cac24ee2143ac3237.gif?itok=oJQBYYfz"
"Daniel Keeley",2,2,1344,7e-05,0,0,0,0.001112,2243755430,"https://biology.duke.edu/sites/biology.duke.edu/files/styles/medium/public/externals/00fb0ada9307ac3cac24ee2143ac3237.gif?itok=oJQBYYfz"
"Abbas Milani",1,1,1344,4.1e-05,0,0,0,0.001796,2159448477,"https://iranian-studies.stanford.edu/sites/g/files/sbiybj6191/f/styles/large-square/public/abbas_milani_photo_by_babak_payami_4.jpg?itok=tD4L6XWv"
"Larry Diamond",8,3.142857,1344,0.00012,0,0.107143,3,0.011844,2091392168,"https://fsi-live.s3.us-west-1.amazonaws.com/s3fs-public/styles/headshot_195x260/public/staff/3095/Larry_Diamond_hs.jpg?itok=waSwdtmx"
"Abbeel, Pieter",12,3.612442,1344,0.00014,0,0.030303,2,0.219473,243981275,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/abbeel.jpg"
"Anca Dragan",8,1.24445,1344,7e-05,0,0.214286,6,0.144384,2059490236,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/anca.jpg"
"Andrew Ng",19,2.959108,1344,0.000125,0,0.017544,3,0.251269,2942732235,"https://sites.wustl.edu/photosynthbio/files/2016/08/andrewng-1w32puu-e1470945264746.jpg"
"Bayen, Alexandre",18,3.10707,1344,0.000141,0,0.019608,3,0.284429,78335212,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/bayen.jpg"
"Daphne Koller",21,3.704861,1344,0.000157,0,0.019048,4,0.389199,2167404190,""
"Fearing, Ronald",12,0.939542,1344,4.6e-05,0,0.060606,4,0.238741,1274328680,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/fearing.jpg"
"Goldberg, Kenneth",22,3.915886,1344,0.000172,0,0.04329,10,0.365244,2171412814,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/goldberg.jpg"
"Jitendra Malik",19,3.133876,1344,0.000135,0,0.040936,7,0.449847,2136556746,"https://southasia.berkeley.edu/sites/default/files/imagecache/People_List_Img_125/shared/images/people/Jitendra.jpg"
"Morgan Quigley",3,0.846154,1344,3.8e-05,0,0,0,0.084957,2110423698,"http://ai.stanford.edu/~mquigley/lib/exe/fetch.php?w=129&media=me.jpg"
"Philipp Moritz",2,0.333333,1344,2.1e-05,0,1,1,0.049617,2115868249,"https://people.eecs.berkeley.edu/~pcmoritz/headshot.jpg"
"Sebastian Thrun",16,3.190949,1344,0.000123,0,0.016667,2,0.27732,2075956027,"http://robots.stanford.edu/assets/img/sebastian_helmet_crop2.png"
"Sergey Levine",13,0.997301,1344,4.5e-05,0,0.038462,3,0.295923,2140030024,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/svlevine.jpg"
"Song, Dawn",14,2.123593,1344,8.2e-05,0,0.054945,5,0.385547,2131252044,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/song.jpg"
"Trevor Darrell",18,3.690753,1344,0.000142,0,0.045752,7,0.27368,2174985400,"https://www2.eecs.berkeley.edu/Faculty/Photos/Homepages/darrell.jpg"
"Xi Chen",23,1.672542,1344,8.6e-05,0,0.047431,12,0.372604,2648053147,"https://dukeeyecenter.duke.edu/sites/dukeeyecenter.duke.edu/files/styles/profile/public/i4290802?itok=C5uIb8dO"
"Abbey Nutsch",2,1.2,1344,4.7e-05,0,0,0,0.00146,2026592224,"https://www.asi.k-state.edu/images/people/faculty/Nutsch-Abbey.jpg"
"John Boyer",7,3.236708,1344,0.000115,0,0,0,0.004886,2160381491,"https://history.uchicago.edu/sites/history.uchicago.edu/files/styles/columnwidth-wider/public/uploads/images/john%20w.%20boyer.jpg?itok=znHztQQ7"
"Abbie Goldberg, Ph.D.",2,1,14,5.9e-05,15,0,0,0.000367,2140848568,"http://www2.clarku.edu/departments/psychology/faculty/images/Abbie-Goldberg-150.jpg"
